clip,inicio,fin,tipo,elara_id,estado,bloque,narracion,prompt
190,33:20,33:34,Imagen,,FALTA,B56 Hammurabi,"la Torre de Babel es un reflejo del gran zigurat que los judíos del exilio vieron con sus propios ojos. El relato del gran diluvio, con un hombre que construye un barco para salvar la","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. primer plano de las líneas cuneiformes de la ley grabadas en la piedra negra pulida. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
191,33:34,33:48,Imagen,,FALTA,B57 Biblia,"vida de una inundación enviada por los dioses, tiene un paralelo antiquísimo en el poema babilonio de Gilgamesh. Y aquel salmo desgarrador que empieza ""junto a los ríos de Babilonia, allí nos sentábamos y llorábamos""","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. pintura evocadora de la Torre de Babel inspirada en el zigurat, entre nubes, estilo clásico. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
192,33:48,34:03,Imagen,,FALTA,B57 Gilgamesh,"nació directamente de la experiencia de vivir en esta ciudad como pueblo deportado. Hasta el primer intento conocido de dibujar un mapa del mundo entero es una tablilla babilonia, con Babilonia, cómo no, justo en el","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. la tablilla del diluvio del poema de Gilgamesh, escritura cuneiforme, junto a la imagen de un arca antigua sobre aguas. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
193,34:03,34:17,Video,,FALTA,B57 Salmo,"centro. Porque para ellos, este era el lugar desde el cual todo lo demás cobraba sentido. Así que dime: ¿de verdad murió Babilonia? La ciudad cayó. El imperio desapareció. Los ladrillos se los llevaron para","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. deportados sentados junto a un canal de Babilonia con una lira colgada de un árbol, atardecer melancólico, evocando el salmo 'junto a los ríos de Babilonia'. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
194,34:17,34:31,Imagen,,FALTA,B57 Mapa,"construir casas de aldea. Pero su forma de medir el tiempo, de mirar el cielo, de escribir la ley y de contar historias sigue latiendo en tu vida diaria, ahora mismo, mientras me escuchas. Y","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. el primer mapa del mundo babilónico grabado en una tablilla de arcilla, mundo circular con Babilonia en el centro rodeada de agua. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
195,34:31,34:45,Imagen,,FALTA,B58 Viva,"quizá esa sea la lección más profunda que nos deja esta historia. La lección más obvia es que ningún imperio es indestructible, que toda grandeza tiene su fecha de caducidad. Pero hay una lección más","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. superposición poética de la Babilonia dorada antigua translúcida sobre símbolos actuales (reloj, estrellas), continuidad. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
196,34:45,34:59,Video,,FALTA,B58 Viva,"incómoda escondida debajo. Babilonia no cayó por la fuerza de un enemigo. Cayó porque los suyos, los sacerdotes y los comerciantes que debían sostenerla, calcularon que sus privilegios estarían más seguros bajo un nuevo amo. Abrieron","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. transición cinematográfica de las ruinas de Babilonia que reviven brevemente en la ciudad dorada y vuelven a las ruinas, ciclo de memoria. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
197,34:59,35:13,Imagen,,FALTA,B59 Leccion,"la puerta creyendo que solo cambiaban de rey. No entendieron que estaban desmontando el sistema entero que les había dado sentido. Las civilizaciones, nos enseña Babilonia, no mueren solo de golpes que vienen de fuera.","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. una puerta monumental entreabierta desde dentro, luz al otro lado, símbolo de la civilización que se entrega a sí misma. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
198,35:13,35:17,Elara,E7,FALTA,B59 Leccion,Mueren cuando pierden la voluntad de ser lo que son.,"ELARA (subir imagen base `elara-avatar-referencia.jpg` como Ingredient; vestuario Babilonia: blusa crema, chaqueta rosa palo, pañuelo azul lapislázuli, zapatos de tacón de aguja de punta fina color nude). Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Elara a cámara, reflexión: las civilizaciones mueren cuando pierden la voluntad de ser lo que son. Ver prompt de video rico y su línea hablada en `babilonia-elara-clips-flow.md`. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
199,35:17,35:43,Imagen,,FALTA,B60 Nombre,"Cuando los que las sostienen deciden que sobrevivir vale más que seguir siendo fieles a lo que los unía. El ejército de Ciro abrió la puerta de la historia. Pero la decisión de no defenderla la habían tomado los propios babilonios mucho antes. Y por eso, dos mil quinientos años después, su nombre sigue vivo en todos los idiomas del planeta, cargado de un","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. la palabra 'Babilonia' evocada en luz dorada sobre la silueta de las ruinas al atardecer, sin texto legible, atmósfera épica. Imagen fija para efecto Ken Burns. Fotorrealismo histórico cinematográfico, 8K, iluminación volumétrica cálida, gran detalle."
200,35:43,36:08,Video,,FALTA,B60 Nombre,"peso de grandeza y de ruina que ninguna otra palabra de la antigüedad ha conservado igual. Porque Babilonia fue real. Fue extraordinaria. Y fue humana, con todo su genio y toda su ceguera. Y somos nosotros, que también vivimos en ciudades que se creen eternas, quienes deberíamos escuchar lo que su historia todavía intenta decirnos. Si llegaste hasta aquí, quiero leerte en los comentarios.","Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. atardecer dorado sobre las ruinas de Babilonia con la silueta del zigurat, luz cálida bañando los ladrillos milenarios, emoción serena. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
201,36:08,36:14,Elara,E8,FALTA,B61 CTA,Dime con sinceridad: ¿crees que las civilizaciones caen por sus enemigos… o por los suyos?,"ELARA (subir imagen base `elara-avatar-referencia.jpg` como Ingredient; vestuario Babilonia: blusa crema, chaqueta rosa palo, pañuelo azul lapislázuli, zapatos de tacón de aguja de punta fina color nude). Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Elara despedida entre las ruinas al atardecer, pregunta a comentarios e invita a suscribirse. Ver prompt de video rico y su línea hablada en `babilonia-elara-clips-flow.md`. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
202,36:14,36:40,Elara,E9,FALTA,B61 CTA,"¿Habrías abierto tú la puerta, como los sacerdotes de Marduc, o te habrías quedado a defender una ciudad que ya nadie quería defender? Te leo en el comentario fijado. Y si quieres seguir caminando conmigo por los mundos que el tiempo intentó borrar, suscríbete a Elara Historiadora. Porque el próximo que vamos a desenterrar… también empezó creyéndose eterno. Soy Elara. Nos vemos en la historia.","ELARA (subir imagen base `elara-avatar-referencia.jpg` como Ingredient; vestuario Babilonia: blusa crema, chaqueta rosa palo, pañuelo azul lapislázuli, zapatos de tacón de aguja de punta fina color nude). Babilonia neobabilónica, siglo VI a.C., Mesopotamia histórica (entre los ríos Éufrates y Tigris), arquitectura mesopotámica auténtica (muros de ladrillo de barro y betún, azulejos vidriados azul lapislázuli con relieves dorados de leones, toros y dragones, zigurat escalonado de siete pisos), túnicas y mantos mesopotámicos, barbas rizadas babilónicas. Elara cierre de marca: 'Soy Elara. Nos vemos en la historia'. Ver prompt de video rico y su línea hablada en `babilonia-elara-clips-flow.md`. Clip de video de 8 s, movimiento de cámara cinematográfico y continuidad realista. Fotorrealismo histórico, 8K, iluminación volumétrica, gran detalle."
